faa,name,lat,lon,alt,dst
EXI,Excursion Inlet Seaplane Base,58.420556,-135.449167,0,A
EYW,Key West Intl,24.556111,-81.759556,3,A
F57,Seaplane Base,28.0575,-81.7628056,140,A
FAF,Felker Aaf,37.1325,-76.608841,12,A
FAI,Fairbanks Intl,64.815114,-147.856267,434,A
FAR,Hector International Airport,46.92065,-96.8157639,902,A
FAT,Fresno Yosemite Intl,36.776194,-119.71814,336,A
FAY,Fayetteville Regional Grannis Field,34.9912,-78.8803,189,A
FBG,Fredericksburg Amtrak Station,38.298416,-77.456875,130,A
FBK,Ladd Aaf,64.8375,-147.614444,454,A
FBR,Fort Bridger,41.236,-110.2436,7038,A
FBS,Friday Harbor Seaplane Base,48.537222,-123.009722,0,A
FCA,Glacier Park Intl,48.310472,-114.256,2977,A
FCM,Flying Cloud Airport,44.4938,-93.2726,906,A
FCS,Butts Aaf,38.678394,-104.756581,5838,A
FDW,Fairfield County Airport,34.315472,-81.108806,577,A
FDY,Findlay Airport,41.0120278,-83.6686111,819,U
FFA,First Flight Airport,36.02,-75.67,13,A
FFC,Atlanta Regional Airport - Falcon Field,33.35725,-84.5718333,808,A
FFO,Wright Patterson Afb,39.826111,-84.048332,823,A
FFT,Capital City Airport,38.1819722,-84.9061389,812,A
FFZ,Mesa Falcon Field,33.4608001708984,-111.727996826172,1394,A
FHU,Sierra Vista Muni Libby Aaf,31.588472,-110.344389,4719,A
FIT,Fitchburg Municipal Airport,42.5541111,-71.7589722,348,A
FKL,Franklin,41.377874,-79.860362,1540,A
FLD,Fond Du Lac County Airport,43.7711667,-88.4884167,808,A
FLG,Flagstaff Pulliam Airport,35.140318,-111.6692392,7015,N
FLL,Fort Lauderdale Hollywood Intl,26.072583,-80.15275,9,A
FLO,Florence Rgnl,34.185361,-79.723889,146,A
FLV,Sherman Aaf,39.368332,-94.914686,772,A
FME,Tipton,39.085386,-76.759414,150,A
FMH,Otis Angb,41.658439,-70.521417,131,A
FMN,Four Corners Rgnl,36.74125,-108.229944,5506,A
FMY,Page Fld,26.586611,-81.86325,17,A
FNL,Fort Collins Loveland Muni,40.451828,-105.011336,5016,A
FNR,Funter Bay Seaplane Base,58.254444,-134.897778,0,A
FNT,Bishop International,42.965424,-83.743629,782,A
FOD,Fort Dodge Rgnl,42.5512,-94.191842,1157,A
FOE,Forbes Fld,38.950944,-95.663611,1078,A
FOK,Francis S Gabreski,40.843656,-72.631789,67,A
FRD,Friday Harbor Airport,48.521944,-123.024444,113,A
FRI,Marshall Aaf,39.055275,-96.764453,1063,A
FRN,Bryant Ahp,61.266381,-149.653119,378,A
FRP,St Lucie County International Airport,27.497472,-80.372638,23,A
FSD,Sioux Falls,43.582014,-96.741914,1429,A
FSI,Henry Post Aaf,34.649833,-98.402167,1189,A
FSM,Fort Smith Rgnl,35.336583,-94.367444,469,A
FST,Fort Stockton Pecos Co,30.915667,-102.916139,3011,A
FTK,Godman Aaf,37.907058,-85.972106,756,A
FTW,Fort Worth Meacham Intl,32.819778,-97.362444,710,A
FTY,Fulton County Airport Brown Field,33.7791,-84.5214,841,A
FUL,Fullerton Municipal Airport,33.521925,-117.584722,96,A
FWA,Fort Wayne,40.978472,-85.195139,815,A
FXE,Fort Lauderdale Executive,26.197281,-80.170706,13,A
FYU,Fort Yukon,66.571492,-145.250417,433,A
FYV,Drake Fld,36.005094,-94.170059,1251,A
FZG,Fitzgerald Municipal Airport,31.6839046,-83.2709036,365,A
FZI,Fostoria Metropolitan Airport,41.1908333,-83.3930833,752,A
GAD,Northeast Alabama Regional Airport,33.9726489,-86.0890834,569,A
GAI,Montgomery County Airpark,39.1006,-77.09576,0,A
GAL,Edward G Pitka Sr,64.736178,-156.937417,152,A
GAM,Gambell Airport,63.7668,-171.733,27,A
GBN,Great Bend Municipal,38.344167,-98.859167,1887,A
GCC,Gillette-Campbell County Airport,44.3489167,-105.5393611,4365,A
GCK,Garden City Rgnl,37.927528,-100.724417,2891,A
GCN,Grand Canyon National Park Airport,35.9523611,-112.1469722,6609,N
GCW,Grand Canyon West Airport,35.5925,-113.4859,4825,U
GDV,Dawson Community Airport,47.138611,-104.807222,749,A
GDW,Gladwin Zettel Memorial Airport,43.9705893,-84.47502,774,A
GED,Sussex Co,38.689194,-75.358889,50,A
GEG,Spokane Intl,47.619861,-117.533833,2376,A
GEU,Glendale Municipal Airport,33.5269167,-112.2951389,1071,N
GFK,Grand Forks Intl,47.949256,-97.176111,845,A
GFL,Floyd Bennett Memorial Airport,43.341222,-73.610305,328,A
GGE,Georgetown County Airport,33.3114018,-79.3203139,40,A
GGG,East Texas Rgnl,32.384014,-94.711486,365,A
GGW,Wokal Field Glasgow International Airport,48.2125,-106.615,2296,A
GHG,Marshfield Municipal Airport,42.09825,-70.6721389,9,A
GIF,Gilbert Airport,28.062778,-81.753333,145,A
GJT,Grand Junction Regional,39.122413,-108.526735,4858,A
GKN,Gulkana,62.154888,-145.456639,1580,A
GKY,Arlington Municipal,32.6638611,-97.0942778,628,A
GLD,Renner Fld,39.370621,-101.698992,3656,A
GLH,Mid Delta Regional Airport,33.4829,-90.9856,131,A
GLS,Scholes Intl At Galveston,29.265322,-94.860406,6,A
GLV,Golovin Airport,64.550556,-163.007222,59,A
GNT,Grants Milan Muni,35.167286,-107.901989,6537,A
GNU,Goodnews Airport,59.1175,-161.5775,15,A
GNV,Gainesville Rgnl,29.690056,-82.271778,152,A
GON,Groton New London,41.330056,-72.045139,9,A
GPT,Gulfport-Biloxi,30.407278,-89.070111,28,A
GPZ,Grand Rapids Itasca County,47.211111,-93.509722,413,A
GQQ,Galion Municipal Airport,40.7533889,-82.7238056,1224,A
GRB,Austin Straubel Intl,44.485072,-88.129589,695,A
GRF,Gray Aaf,47.079217,-122.580783,302,A
GRI,Central Nebraska Regional Airport,40.9675,-98.3096,1847,A
GRK,Robert Gray Aaf,31.06725,-97.828917,1015,A
GRM,Grand Marais Cook County Airport,47.8383333,-90.3829444,1799,U
GRR,Gerald R Ford Intl,42.880833,-85.522806,794,A
GSB,Seymour Johnson Afb,35.339383,-77.960589,110,A
GSO,Piedmont Triad,36.09775,-79.937306,925,A
GSP,Greenville-Spartanburg International,34.895556,-82.218889,964,A
GST,Gustavus Airport,58.4253,-135.707,34,A
GTB,Wheeler Sack Aaf,44.055619,-75.719458,690,A
GTF,Great Falls Intl,47.482,-111.370689,3677,A
GTR,Golden Triangle Regional Airport,33.450333,-88.591361,264,A
GTU,Georgetown Municipal Airport,30.678809,-97.6793837,790,A
GUC,Gunnison - Crested Butte,38.533889,-106.933056,7678,A
GUP,Gallup Muni,35.511058,-108.789308,6472,A
GUS,Grissom Arb,40.648094,-86.152119,812,A
GVL,Lee Gilmer Memorial Airport,34.272627,-83.8302233,1276,A
GVQ,Genesee County Airport,43.03175,-78.1696667,914,A
GVT,Majors,33.067839,-96.065333,535,A
GWO,Greenwood Leflore,33.494328,-90.084706,162,A
GYY,Gary Chicago International Airport,41.6163,-87.4128,591,A
HBG,Hattiesburg Bobby L. Chain Municipal Airport,31.2649444,-89.2528889,151,A
HBR,Hobart Muni,34.991308,-99.051353,1564,A
HCC,Columbia County,42.2913,-73.7103,198,A
HCR,Holy Cross Airport,62.1883,-159.775,70,A
HDH,Dillingham,21.579475,-158.197281,14,A
HDI,Hardwick Field Airport,35.2199994,-84.832369,874,A
HDN,Yampa Valley,40.481181,-107.21766,6602,A
HDO,Hondo Municipal Airport,29.3591,-99.1775,930,A
HFD,Hartford Brainard,41.736722,-72.649444,18,A
HGR,Hagerstown Regional Richard A Henson Field,39.7079,-77.7295,704,A
HHH,Hilton Head,32.216,-80.752,10,U
HHI,Wheeler Aaf,21.4835,-158.039667,837,A
HHR,Jack Northrop Fld Hawthorne Muni,33.922839,-118.335186,66,A
HIB,Chisholm Hibbing,47.3866,-92.838994,1353,A
HIF,Hill Afb,41.123939,-111.973039,4789,A
HII,Lake Havasu City Airport,34.5711111,-114.3582778,783,N
HIO,Portland Hillsboro,45.540394,-122.949825,204,A
HKB,Healy River Airport,63.8675,-148.968889,1263,A
HKY,Hickory Rgnl,35.741147,-81.38955,1189,A
HLG,Wheeling Ohio County Airport,40.175,-80.6463,1195,A
HLN,Helena Rgnl,46.606806,-111.98275,3877,A
HLR,Hood Aaf,31.138731,-97.714469,924,A
HMN,Holloman Afb,32.852519,-106.106525,4093,A
HNH,Hoonah Airport,58.096111,-135.409722,19,A
HNL,Honolulu Intl,21.318681,-157.922428,13,N
HNM,Hana,20.795636,-156.014439,78,A
HNS,Haines Airport,59.2438,-135.524,15,A
HOB,Lea Co Rgnl,32.687528,-103.217028,3661,A
HOM,Homer,59.645556,-151.476583,84,A
HON,Huron Rgnl,44.3852,-98.228542,1289,A
HOP,Campbell Aaf,36.668567,-87.496183,573,A
HOT,Memorial Field,34.478,-93.0962,540,A
HOU,William P Hobby,29.645419,-95.278889,46,A
HPB,Hooper Bay Airport,61.5239,-166.147,7,A
HPN,Westchester Co,41.066959,-73.707575,439,A
HQM,Bowerman Field,46.9711944,-123.9365556,18,A
HQU,McDuffie County Airport,33.5297315,-82.5169509,501,A
HRL,Valley Intl,26.2285,-97.654389,36,A
HRO,Boone Co,36.261519,-93.154728,1365,A
HRT,Hurlburt Fld,30.427803,-86.689278,38,A
HSH,Henderson Executive Airport,35.972778,-115.134444,1881,A
HSL,Huslia Airport,65.697778,-156.351389,213,A
HST,Homestead Arb,25.48855,-80.383567,6,A
HSV,Huntsville International Airport-Carl T Jones Field,34.6371944,-86.7750556,629,A
HTL,Roscommon Co,44.359806,-84.671112,1150,A
HTS,Tri State Milton J Ferguson Field,38.3667,-82.558,828,A
HUA,Redstone Aaf,34.678653,-86.684781,685,A
HUF,Terre Haute Intl Hulman Fld,39.451464,-87.307561,589,A
HUL,Houlton Intl,46.123083,-67.792056,489,A
HUS,Hughes Airport,66.039167,-154.264722,299,A
HUT,Hutchinson Municipal Airport,38.0655,-97.8606,1543,A
HVN,Tweed-New Haven Airport,41.26375,-72.886806000000007,14,A
HVR,Havre City Co,48.542983,-109.762342,2590,A
HWD,Hayward Executive Airport,37.65888888888889,-122.12166666666666,52,A
HWO,North Perry,26.001222,-80.240722,8,A
HXD,Hilton Head Airport,32.2243611,-80.697472200000007,19,A
HYA,Barnstable Muni Boardman Polando Fld,41.669336,-70.280356,55,A
HYG,Hydaburg Seaplane Base,55.206389,-132.828333,0,A
HYL,Hollis Seaplane Base,55.481667,-132.646111,0,A
HYS,Hays Regional Airport,38.8422,-99.2732,1998,A
HZL,Hazleton Municipal,40.989167,-76.0025,1603,A
IAB,Mc Connell Afb,37.621853,-97.268192,1371,A
IAD,Washington Dulles Intl,38.944533,-77.455811,313,A
IAG,Niagara Falls Intl,43.107333,-78.946194,589,A
IAH,George Bush Intercontinental,29.984433,-95.341442,97,A
IAN,Bob Baker Memorial Airport,66.975833,-160.436667,166,A
ICT,Wichita Mid Continent,37.649944,-97.433056,1333,A
ICY,Icy Bay Airport,59.968889,-141.661667,50,A
IDA,Idaho Falls Rgnl,43.514556,-112.07075,4744,A
IDL,Idlewild Intl,40.639751,-73.778924,13,A
IFP,Laughlin-Bullhead Intl,35.1574,-114.56,695,A
IGG,Igiugig Airport,59.324,-155.902,90,A
IGM,Kingman Airport,35.2595,-113.938,3449,A
IGQ,Lansing Municipal,41.5349167,-87.5295278,620,A
IJD,Windham Airport,41.7440278,-72.1802222,246,A
IKK,Greater Kankakee,41.071389,-87.846278,630,A
IKO,Nikolski Air Station,52.941667,-168.848889,77,A
IKR,Kirtland Air Force Base,35.040222,-106.609194,5355,A
IKV,Ankeny Regl Airport,41.691389,-93.566389,910,A
ILG,New Castle,39.678722,-75.606528,79,A
ILI,Iliamna,59.754356,-154.910961,186,A
ILM,Wilmington Intl,34.270615,-77.902569,32,A
ILN,Wilmington Airborne Airpark,39.42792,-83.792118,1077,U
IMM,Immokalee,26.433889,-81.401389,37,A
IMT,Ford Airport,45.8183611,-88.1145556,1182,A
IND,Indianapolis Intl,39.717331,-86.294383,797,A
INJ,Hillsboro Muni,32.083486,-97.097228,685,A
INK,Winkler Co,31.779628,-103.201361,2822,A
INL,Falls Intl,48.566186,-93.403067,1185,A
INS,Creech Afb,36.587183,-115.673353,3133,A
INT,Smith Reynolds,36.133722,-80.222,969,A
INW,Winslow-Lindbergh Regional Airport,35.0219167,-110.7225278,4941,N
IOW,Iowa City Municipal Airport,41.639244,-91.546503,668,A
IPL,Imperial Co,32.834219,-115.578744,-54,A
IPT,Williamsport Rgnl,41.241836,-76.921094,529,A
IRC,Circle City Airport,65.827778,-144.076111,613,A
IRK,Kirksville Regional Airport,40.0935,-92.5449,966,A
ISM,Kissimmee Gateway Airport,28.289806,-81.437083,82,A
ISN,Sloulin Fld Intl,48.177939,-103.642347,1982,A
ISO,Kinston Regional Jetport,35.331389,-77.608889,94,A
ISP,Long Island Mac Arthur,40.79525,-73.100222,99,A
ISW,Alexander Field South Wood County Airport,44.3606456,-89.8381412,1021,A
ITH,Ithaca Tompkins Rgnl,42.491028,-76.458444,1099,A
ITO,Hilo Intl,19.721375,-155.048469,38,N
IWD,Gogebic Iron County Airport,46.5274747,-90.1313967,1230,U
IWS,West Houston,29.818194,-95.672611,111,A
IYK,Inyokern Airport,35.658889,-117.829444,2455,A
IZG,Eastern Slopes Regional,43.9911389,-70.9478889,455,A
JAC,Jackson Hole Airport,43.607333333,-110.73775,6451,A
JAN,Jackson Evers Intl,32.311167,-90.075889,346,A
JAX,Jacksonville Intl,30.494056,-81.687861,30,A
JBR,Jonesboro Muni,35.831708,-90.646417,262,A
JCI,New Century AirCenter Airport,38.8309167,-94.8903056,1087,A
JEF,Jefferson City Memorial Airport,38.5912,-92.1561,549,A
JES,Jesup-Wayne County Airport,31.553889,-81.8825,107,A
JFK,John F Kennedy Intl,40.639751,-73.778925,13,A
JGC,Grand Canyon Heliport,35.96666666,-112.13333333,2500,A
JHM,Kapalua,20.962936,-156.673031,256,N
JHW,Chautauqua County-Jamestown,42.153333,-79.258056,525,A
JKA,Jack Edwards Airport,30.2896389,-87.6717778,17,A
JLN,Joplin Rgnl,37.151814,-94.498269,981,A
JMS,Jamestown Regional Airport,46.9297,-98.6782,1498,A
JNU,Juneau Intl,58.354972,-134.576278,21,A
JOT,Regional Airport,41.517778,-88.175556,582,A
JRA,West 30th St. Heliport,40.7545,-74.0071,7,A
JRB,Wall Street Heliport,40.701214,-74.009028,7,A
JST,John Murtha Johnstown-Cambria County Airport,40.316111,-78.833889,2284,A
JVL,Southern Wisconsin Regional Airport,42.62025,-89.0415556,808,A
JXN,Reynolds Field,42.260556,-84.460556,1001,A
JYL,Plantation Airpark,32.6452778,-81.5971111,188,A
JYO,Leesburg Executive Airport,39.078,-77.558,389,A
JZP,Pickens County Airport,34.4534722,-84.4572222,1535,A
K03,Wainwright As,70.613378,-159.86035,35,A
K27,Burrello-Mechanicville Airport,42.893133,-73.668450000000007,195,A
K83,Sabetha Municipal,39.5425,-95.4677,1330,A
KAE,Kake Seaplane Base,56.973056,-133.945556,0,A
KAL,Kaltag Airport,64.3191,-158.741,187,A
KBC,Birch Creek Airport,66.256708,-145.815319,450,A
KBW,Chignik Bay Seaplane Base,56.295556,-158.401398,0,A
KCC,Coffman Cove Seaplane Base,56.014722,-132.833889,0,A
KCL,Chignik Lagoon Airport,56.311111,-158.534167,25,A
KCQ,Chignik Lake Airport,56.255,-158.775278,50,A
KEH,Kenmore Air Harbor Inc Seaplane Base,47.7548,-122.259,14,A
KEK,Ekwok Airport,59.356944,-157.471111,135,A
KFP,False Pass Airport,54.8475,-163.410278,20,A
KGK,Koliganek Airport,59.726667,-157.259444,269,A
KGX,Grayling Airport,62.894444,-160.065,99,A
KKA,Koyuk Alfred Adams Airport,64.939444,-161.154167,154,A
KKB,Kitoi Bay Seaplane Base,58.190833,-152.370556,0,A
KKH,Kongiganak Airport,59.960833,-162.881111,30,A
KLG,Kalskag Airport,61.5363,-160.341,55,A
KLL,Levelock Airport,59.128056,-156.858611,39,A
KLN,Larsen Bay Airport,57.535,-153.976667,87,A
KLS,Kelso Longview,46.118,-122.898389,20,A
KLW,Klawock Airport,55.579167,-133.076111,80,A
KMO,Manokotak Airport,58.990278000000004,-159.05,51,A
KMY,Moser Bay Seaplane Base,57.025556,-154.145833,0,A
KNW,New Stuyahok Airport,59.4499,-157.328,302,A
KOA,Kona Intl At Keahole,19.738767,-156.045631,47,N
KOT,Kotlik Airport,63.030556,-163.532778,15,A
KOY,Olga Bay Seaplane Base,57.161389,-154.229722,0,A
KOZ,Ouzinkie Airport,57.922876,-152.500511,55,A
KPB,Point Baker Seaplane Base,56.351944,-133.6225,0,A
KPC,Port Clarence Coast Guard Station,65.2537,-166.859,10,A
KPN,Kipnuk Airport,59.933056,-164.030556,11,A
KPR,Port Williams Seaplane Base,58.49,-152.582222,0,A
KPV,Perryville Airport,55.906667,-159.160833,29,A
KPY,Port Bailey Seaplane Base,57.93,-153.040556,0,A
KQA,Akutan Seaplane Base,54.1325,-165.785,0,A
KSM,St Marys Airport,62.0605,-163.302,311,A
KTB,Thorne Bay Seaplane Base,55.688056,-132.536667,0,A
KTN,Ketchikan Intl,55.355556,-131.71375,88,A
KTS,Brevig Mission Airport,65.331389,-166.465833,35,A
KUK,Kasigluk Airport,60.873333,-162.524444,40,A
KVC,King Cove Airport,55.1163,-162.266,155,A
KVL,Kivalina Airport,67.7362,-164.563,13,A
KWK,Kwigillingok Airport,59.876389,-163.168611,18,A
KWN,Quinhagak Airport,59.755,-161.845278,42,A
KWP,West Point Village Seaplane Base,57.77,-153.548889,0,A
KWT,Kwethluk Airport,60.790278,-161.443611,30,A
KYK,Karuluk Airport,57.566944,-154.450278,137,A
KYU,Koyukuk Airport,64.875833,-157.730556,149,A
KZB,Zachar Bay Seaplane Base,57.55,-153.75,0,A
L06,Furnace Creek,36.273,-116.515,0,A
L35,Big Bear City,34.2637778,-116.8560278,6725,A
L52,Oceano County Airport,35.10147222,-120.62236111,14,U
LAA,Lamar Muni,38.069694,-102.6885,3706,A
LAF,Purude University Airport,40.4123056,-86.9368889,606,A
LAL,Lakeland Linder Regional Airport,27.9889167,-82.0185556,142,A
LAM,Los Alamos Airport,35.8798019,-106.2694153,7171,A
LAN,Capital City,42.7787,-84.587357,861,A
LAR,Laramie Regional Airport,41.3121,-105.675,7284,A
LAS,Mc Carran Intl,36.080056,-115.15225,2141,A
LAW,Lawton-Fort Sill Regional Airport,34.5677144,-98.4166367,1110,A
LAX,Los Angeles Intl,33.942536,-118.408075,126,A
LBB,Lubbock Preston Smith Intl,33.663639,-101.822778,3282,A
LBE,Arnold Palmer Regional Airport,40.2759,-79.4048,1185,A
LBF,North Platte Regional Airport Lee Bird Field,41.1262,-100.684,2776,A
LBL,Liberal Muni,37.044222,-100.95986,2885,A
LBT,Municipal Airport,34.6098056,-79.0595556,125,A
LCH,Lake Charles Rgnl,30.126112,-93.223335,15,A
LCK,Rickenbacker Intl,39.813786,-82.927822,744,A
LCQ,Lake City Municipal Airport,30.181944,-82.576944,201,A
LDJ,Linden Airport,40.6174472,-74.2445942,23,A
LEB,Lebanon Municipal Airport,43.6261,-72.3042,603,A
LEW,Lewiston Maine,44.0484728,-70.2835075,288,A
LEX,Blue Grass,38.0365,-84.605889,979,A
LFI,Langley Afb,37.082881,-76.360547,11,A
LFK,Angelina Co,31.234014,-94.75,296,A
LFT,Lafayette Rgnl,30.205278,-91.987611,43,A
LGA,La Guardia,40.777245,-73.872608,22,A
LGB,Long Beach,33.817722,-118.151611,60,A
LGC,LaGrange-Callaway Airport,33.0088611,-85.0726111,694,A
LGU,Logan-Cache,41.791,-111.852,4457,A
LHD,Lake Hood Seaplane Base,61.1866382,-149.9653918,71,A
LHM,Lincoln Regional Airport Karl Harder Field,38.9091667,-121.3513333,121,A
LHV,William T. Piper Mem.,41.1357778,-77.4223056,556,A
LHX,La Junta Muni,38.049719,-103.509431,4238,A
LIH,Lihue,21.975983,-159.338958,153,N
LIT,Adams Fld,34.729444,-92.224306,262,A
LIV,Livingood Airport,65.531111,-148.541111,696,A
LKE,Kenmore Air Harbor Seaplane Base,47.629,-122.339,14,A
LKK,Kulik Lake Airport,58.96591,-155.108089,1000,U
LKP,Lake Placid Airport,44.264444,-73.961944,1747,A
LMT,Klamath Falls Airport,42.1561,-121.733,4095,A
LNA,Palm Beach Co Park,26.593,-80.085056,14,A
LNK,Lincoln,40.850971,-96.75925,1219,A
LNN,Lost Nation Municipal Airport,41.6840278,-81.38975,626,A
LNR,Tri-County Regional Airport,43.211667,-90.181667,718,A
LNS,Lancaster Airport,40.1217,-76.2961,403,A
LNY,Lanai,20.785611,-156.951419,1308,N
LOT,Lewis University Airport,41.606326,-88.083003,680,A
LOU,Bowman Fld,38.228,-85.663722,546,A
LOZ,London-Corbin Airport-MaGee Field,37.0868889,-84.0773889,1212,A
LPC,Lompoc Airport,34.6656,-120.4675,88,A
LPR,Lorain County Regional Airport,41.3442778,-82.1776389,793,A
LPS,Lopez Island Airport,48.4839,-122.938,209,A
LRD,Laredo Intl,27.54375,-99.461556,508,A
LRF,Little Rock Afb,34.916944,-92.149722,311,A
LRO,Mount Pleasant Regional-Faison Field,32.5387,-79.4697,12,A
LRU,Las Cruces Intl,32.289417,-106.921972,4456,A
LSE,La Crosse Municipal,43.878986,-91.256711,654,A
LSF,Lawson Aaf,32.337322,-84.991283,232,A
LSV,Nellis Afb,36.236197,-115.034253,1870,A
LTS,Altus Afb,34.667067,-99.266681,1382,A
LUF,Luke Afb,33.535,-112.38306,1085,A
LUK,Cincinnati Muni Lunken Fld,39.103333,-84.418611,483,A
LUP,Kalaupapa Airport,21.211,-156.974,24,A
LUR,Cape Lisburne Lrrs,68.875133,-166.110022,12,A
LVK,Livermore Municipal,37.41362,-121.49133,400,A
LVM,Mission Field Airport,45.6993889,-110.4483056,4660,A
LVS,Las Vegas Muni,35.654222,-105.142389,6877,A
LWA,South Haven Area Regional Airport,42.3511944,-86.2556389,666,A
LWB,Greenbrier Valley Airport,37.858333,-80.399444,2302,U
LWC,Lawrence Municipal,39.009167,-95.2175,833,A
LWM,Lawrence Municipal Airport,42.7171944,-71.1234167,148,A
LWS,Lewiston Nez Perce Co,46.3745,-117.015389,1442,A
LWT,Lewistown Municipal Airport,47.0493,-109.467,4170,A
LXY,Mexia - Limestone County Airport,31.6411783,-96.5144594,544,A
LYH,Lynchburg Regional Preston Glenn Field,37.3267,-79.2004,938,A
LYU,Ely Municipal,47.824444,-91.830833,1456,A
LZU,Gwinnett County Airport-Briscoe Field,33.9780761,-83.9623772,1061,A
M94,Desert Aire,46.4124,-119.5518,586,A
MAE,Madera Municipal Airport,36.9886111,-120.1124444,255,A
MAF,Midland Intl,31.942528,-102.201914,2871,A
MBL,Manistee County-Blacker Airport,44.2725,-86.246944,621,A
MBS,Mbs Intl,43.532913,-84.079647,668,A
MCC,Mc Clellan Afld,38.667639,-121.400611,75,A
MCD,Mackinac Island Airport,45.8649344,-84.637344,740,U
MCE,Merced Municipal Airport,37.284722,-120.513889,156,A
MCF,Macdill Afb,27.849339,-82.521214,14,A
MCG,McGrath Airport,62.9529,-155.606,338,A
MCI,Kansas City Intl,39.297606,-94.713905,1026,A
MCK,McCook Regional Airport,40.206389,-100.592222,2583,A
MCL,McKinley National Park Airport,63.732757,-148.91129,1720,A
MCN,Middle Georgia Rgnl,32.69285,-83.649211,354,A
MCO,Orlando Intl,28.429394,-81.308994,96,A
MCW,Mason City Municipal,43.2247,-93.4067,1243,A
MDT,Harrisburg Intl,40.193494,-76.763403,310,A
MDW,Chicago Midway Intl,41.785972,-87.752417,620,A
ME5,Banks Airport,44.1653889,-68.4281667,100,A
MEI,Key Field,32.332624,-88.751868,297,A
MEM,Memphis Intl,35.042417,-89.976667,341,A
MER,Castle,37.380481,-120.568189,189,A
MFD,Mansfield Lahm Regional,40.8214167,-82.5166389,1297,A
MFE,Mc Allen Miller Intl,26.175833,-98.238611,107,A
MFI,Marshfield Municipal Airport,44.6368797,-90.1893267,1278,A
MFR,Rogue Valley Intl Medford,42.374228,-122.8735,1335,A
MGC,Michigan City Municipal Airport,41.7033,-86.8211,500,A
MGE,Dobbins Arb,33.915382,-84.516319,1068,A
MGJ,Orange County Airport,41.5099884,-74.2646444,364,A
MGM,Montgomery Regional Airport,32.3006389,-86.3939722,221,A
MGR,Moultrie Municipal Airport,31.0849167,-83.80325,294,A
MGW,Morgantown Muni Walter L Bill Hart Fld,39.642908,-79.916314,1248,A
MGY,Dayton-Wright Brothers Airport,39.5889722,-84.2248611,957,U
MHK,Manhattan Reigonal,39.140972,-96.670833,1057,A
MHM,Minchumina Airport,63.886111,-152.301944,678,A
MHR,Sacramento Mather,38.553897,-121.297592,96,A
MHT,Manchester Regional Airport,42.932556,-71.435667,266,A
MHV,Mojave,35.059364,-118.151856,2791,A
MIA,Miami Intl,25.79325,-80.290556,8,A
MIB,Minot Afb,48.415572,-101.357661,1668,A
MIC,Crystal Airport,45.0343,-93.2114,869,A
MIE,Delaware County Airport,40.2424722,-85.39575,937,U
MIV,Millville Muni,39.367806,-75.072222,85,A
MKC,Downtown,39.1275,-94.598889,759,A
MKE,General Mitchell Intl,42.947222,-87.896583,723,A
MKG,Muskegon County Airport,43.1695,-86.2382,628,A
MKK,Molokai,21.152886,-157.096256,454,N
MKL,Mc Kellar Sipes Rgnl,35.599889,-88.915611,434,A
MKO,Davis Fld,35.656489,-95.366656,612,A
MLB,Melbourne Intl,28.102753,-80.645258,33,A
MLC,Mc Alester Rgnl,34.882403,-95.783463,770,A
MLD,Malad City,42.17,-112.289,4503,A
MLI,Quad City Intl,41.448528,-90.507539,590,A
MLJ,Baldwin County Airport,33.154225,-83.2414139,385,A
MLL,Marshall Don Hunter Sr. Airport,61.8646418,-162.026111,103,A
MLS,Frank Wiley Field,46.428,-105.886,2630,A
MLT,Millinocket Muni,45.647836,-68.685561,408,A
MLU,Monroe Rgnl,32.510864,-92.037689,79,A
MLY,Manley Hot Springs Airport,64.9975,-150.644167,270,A
MMH,Mammoth Yosemite Airport,37.624049,-118.837772,7128,A
MMI,McMinn Co,35.39919,-84.56177,874,N
MMU,Morristown Municipal Airport,40.79935,-74.4148747,187,A
MMV,Mc Minnville Muni,45.194444,-123.135944,163,A
MNM,Menominee Marinette Twin Co,45.12665,-87.638443,625,A
MNT,Minto Airport,65.143611,-149.37,460,A
MNZ,Manassas,38.721389,-77.515556,192,A
MOB,Mobile Rgnl,30.691231,-88.242814,219,A
MOD,Modesto City Co Harry Sham,37.625817,-120.954422,97,A
MOT,Minot Intl,48.259378,-101.280333,1716,A
MOU,Mountain Village Airport,62.0954,-163.682,337,A
MPB,Miami Seaplane Base,25.7783,-80.1703,0,A
MPI,MariposaYosemite,37.3039,-120.0222,2454,A
MPV,Edward F Knapp State,44.203503,-72.562328,1165,A
MQB,Macomb Municipal Airport,40.5200833,-90.6523889,707,U
MQI,Dare County Regional,35.5514,-75.4173,13,A
MQT,Sawyer International Airport,46.353611,-87.395278,1221,A
MRB,Eastern WV Regional Airport,39.2407,-77.591,554,A
MRI,Merrill Fld,61.213544,-149.844447,137,A
MRK,Marco Islands,25.9950278,-81.6725278,5,A
MRN,Foothills Regional Airport,35.8202336,-81.6115119,1270,A
MRY,Monterey Peninsula,36.587,-121.842944,257,A
MSL,Northwest Alabama Regional Airport,34.7453,-87.6102,550,A
MSN,Dane Co Rgnl Truax Fld,43.139858,-89.337514,887,A
MSO,Missoula Intl,46.916306,-114.090556,3205,A
MSP,Minneapolis St Paul Intl,44.881956,-93.221767,841,A
MSS,Massena Intl Richards Fld,44.935833,-74.845547,215,A
MSY,Louis Armstrong New Orleans Intl,29.993389,-90.258028,4,A
